Hobby Shop,0.04698576,-0.09248802,0.3412281,-0.12467078,0.0065586036,-0.037017733,0.066547416,-0.04687323,0.17235301,0.059007633,0.10360126,-0.14544547,-0.029459326,0.06123568,-0.0058167735,-0.1450933,0.05507734,0.11516064,-0.088202074,0.037108846,0.06886309,0.060899906,-0.100912444,0.0063833455,0.03286225,0.03930534,-0.23149034,0.07987667,-0.016959468,0.014047685,-0.065929905,0.01701611,-0.027504897,0.112135276,-0.040234204,0.0058201505,0.16883656,-0.00061407546,-0.0001909508,-0.07771933,-0.04770873,0.004120756,0.08600824,0.2010077,-0.0758961,-0.052471664,-0.030320061,-0.10564947,-0.04572462,0.045236003,0.011645264,-0.093083054,0.062685475,-0.08837721,-0.008771749,0.04359993,-0.10047446,0.059146985,-0.15375663,-0.07292189,0.08181951,-0.10352585,0.18114701,0.02165046,-0.18346323,-0.23599686,0.030525737,0.041003454,0.024546836,-0.019931722,0.09049848,-0.009522808,0.1372697,-0.08469926,0.017347597,0.061948933,0.05883945,-0.11783981,-0.057854954,0.12894914,-0.092524774,0.14693457,-0.2232711,0.18439078,0.033577666,0.040731516,0.1481221,-0.025664693,-0.09680412,0.018929798,-0.093182825,-0.022345686,-0.04096729,0.16716148,0.028889207,0.060245533,0.027826551,0.027773451,-0.09259291,-0.005121537
Cafe,-0.009711967,0.056332033,0.1453301,-0.026970537,-0.1320287,0.07596256,-0.0140616195,0.041788217,0.14563304,0.009973549,-0.04621334,-0.010757351,-0.06835962,0.026970241,0.051917702,-0.103458874,-0.080524154,0.05668474,0.08282816,0.002098063,0.015973222,-0.11277365,-0.07877098,0.14489333,0.084279545,0.05817973,0.053467322,0.06252207,-0.077581435,-0.01238778,-0.08289447,0.07908757,-0.10512637,0.06892152,0.04047629,0.063620985,-0.048233002,-0.05382329,-0.11541265,0.03194489,0.0658355,-0.03446175,0.0031023524,-0.03630666,0.029258652,-0.058594555,0.13476102,-0.0430083,-0.11369181,0.0687587,-0.06675722,0.06964962,0.06349513,0.02160936,0.037507627,-0.06710191,-0.14220007,-0.0006607473,-0.02014255,0.08195903,-0.13331589,0.28472114,0.050662804,-0.07646501,0.013475152,-0.07185435,-0.002009256,-0.0635664,-0.077006504,0.098527655,0.00971545,0.060806103,-0.058155064,0.01969393,-0.018289747,0.15908183,0.050616767,0.04301896,-0.028667057,0.09459251,0.063264646,-0.28392515,-0.024311066,0.12412727,0.027779792,-0.0054725697,-0.07363493,0.031435605,-0.10148232,0.0262695,-0.0014041405,-0.07808674,0.1589547,-0.053838886,-0.108503126,-0.014677041,0.14740987,0.16429566,-0.115058914,0.032047946
Bike Shop,-0.049196754,0.04551243,0.120218955,0.022626555,0.023053031,-0.108562574,-0.08728395,-0.026777748,0.10251335,0.094368085,0.017207583,-0.05765096,0.072706826,-0.07742765,0.06468042,0.102320306,0.104878075,-0.031385478,0.07096037,-0.06989598,-0.054343607,0.047897033,0.0669565,0.11137614,-0.0076835766,-0.03894878,0.12760912,0.10805467,-0.087496504,-0.01160665,0.051842242,0.054028675,-0.10950803,-0.038874254,0.08105871,-0.0027088164,-0.069601595,-0.0150224585,-0.050323147,-0.075317286,0.055151183,-0.046782125,0.09367198,-0.069880664,0.102062054,0.06026415,0.083173715,-0.036840275,0.03195684,-0.050258536,-0.12971702,-0.06270197,0.06994641,-0.13441066,-0.11456411,-0.07760883,0.010187667,0.027711269,-0.10166675,-0.014992539,0.04365896,-0.04867133,0.005093945,0.041369777,0.14480491,0.0174991,0.019073503,0.025434276,0.037288174,0.12017555,0.046933006,-0.052992333,0.073611185,-0.06495832,-0.036208127,-0.10536295,-0.06536365,0.0938208,0.026445596,0.015378805,-0.085144095,-0.01729403,-0.108290575,0.035448622,-0.031109808,-0.07581658,-0.024322249,-0.15183806,-0.040752653,0.10015888,-0.11909743,-0.07689494,-0.15091218,0.07439745,-0.069339685,-0.02712642,0.07136078,-0.0092068305,-0.0043047336,0.04491356
Grocery Store,0.0796242,0.008418834,-0.064785466,0.0019468826,-0.01650599,-0.06546049,0.025056435,0.049638804,-0.08302317,-0.06239174,0.053236645,0.15300936,0.04671527,0.063326366,0.1472482,-0.026032949,0.031220263,0.068001024,0.13847174,0.14635201,0.0050213775,-0.077215895,-0.08782589,0.08272939,0.03737277,0.01678625,-0.12060604,0.08708874,-0.07904492,-0.10267375,-0.013137291,0.12090977,0.0014650647,0.13706449,0.07771374,0.016571965,-0.121008165,0.017584119,-0.0525758,0.0037961563,0.072693616,0.0044665583,0.0717523,-0.08489049,-0.07671292,-0.014773689,0.079984106,-0.03954612,0.014321961,-0.0826246,0.01075364,-0.29197726,0.17452443,-0.18093689,-0.0023223425,-0.17316584,-0.08413172,0.11021949,0.11482403,-0.10448423,-0.032184962,-0.2627122,0.06421815,-0.039375648,-0.11815377,0.25674394,-0.07556358,-0.0547577,0.0070290244,-0.07045939,-0.13277397,0.018313903,-0.04414585,0.050422907,-0.04830699,0.09150443,0.08514606,-0.012151192,0.02352343,0.04544149,-0.026028398,-0.09956913,-0.08763079,-0.06831943,-0.004223734,0.028896611,0.15533264,-0.11928082,0.12340383,0.010919557,-0.13573322,-0.13515562,0.08562327,-0.13075534,-0.01159307,0.053958096,0.08070058,-0.25875846,0.043710448,0.038079053
Train Station,0.14963597,0.08267659,-0.112498246,-0.0968571,-0.08942812,-0.05912662,0.08160513,-0.04414428,0.013820027,0.13324068,0.15857483,-0.11623352,-0.08854031,0.014428208,0.10262049,0.015220079,-0.1375401,0.13325132,0.081297815,0.066795364,0.0735979,-0.04734553,-0.088808194,-0.09497381,0.13511248,0.1147047,-0.14208798,0.14863162,-0.014186503,-0.1216033,-0.12185043,0.1080671,-0.08666918,0.031352226,0.1052516,0.048959754,0.279408,-0.15634349,-0.050496656,-0.12379221,-0.11348021,-0.08475804,0.018441904,0.16397448,-0.12454052,-0.033268444,0.10404174,-0.09485649,-0.07815086,-0.09216153,0.09076043,0.046203822,0.053062804,-0.03266007,0.023402248,-0.060857654,-0.03956302,-0.056429207,0.005413256,-0.06534776,-0.14297424,-0.12323615,0.12935919,-0.07795314,-0.095519856,-0.12960212,-0.17188774,-0.13892059,-0.1093376,0.07022144,-0.0833823,0.1231017,0.11246531,0.13182683,-0.13610741,0.096721105,0.09337569,0.0420171,0.085310236,0.07518045,0.1482582,0.14400496,0.13528073,-0.0126985805,-0.14440005,-0.16109091,-0.09896512,-0.098816864,0.109032154,0.13314654,0.11774765,-0.13628122,0.04510165,-0.14437078,0.03964645,0.017583912,0.1255454,0.046534136,0.05725105,-0.13818067
Fast Food Restaurant,-0.026464721,0.07148673,0.055896077,-0.0176495,0.03759274,0.007159062,-0.014831124,0.0008383542,-0.043614354,-0.06525621,0.13161041,-0.12574892,-0.020779127,0.018591065,0.04777181,0.032757137,0.044704437,0.07541011,0.08018972,0.101675935,0.037507374,-0.026002428,-0.11713732,-0.057267133,-0.027897421,-0.03485834,-0.12064717,0.07379553,-0.12864882,-0.05807639,0.0027178302,-0.019092895,-0.020378666,0.13513331,-0.02225765,0.11083559,-0.03786593,-0.012448784,0.03193227,-0.040941842,0.07350141,-0.12835917,0.02504703,-0.10425484,-0.041714214,0.1804892,0.1039305,0.012593013,-0.091659695,-0.0415605,0.12579101,0.12708996,0.104602076,-0.03491623,0.12619875,-0.10434434,-0.012066667,0.024774693,-0.018878119,-0.019783659,-0.028968668,0.027287591,0.06604831,-0.040141903,-0.0503282,-0.031445384,0.044842854,-0.03011436,0.027316125,0.113201335,-0.11829682,0.037564706,-0.01042225,0.054351203,-0.12867893,-0.075190276,-0.034773372,0.01688372,0.010084426,0.0973814,0.1326286,-0.0044044564,-0.025675742,0.000764049,-0.12561606,-0.07374469,0.033542678,0.14261091,0.011459629,0.010807987,0.06426766,-0.12382254,0.04060618,0.0050270674,-0.006520042,0.0055815135,0.12720078,-0.09527878,-0.06313434,-0.06956717
Metro Station,-0.01617729,0.0789748,-0.13201168,-0.0765676,-0.014328163,-0.04644767,0.058611356,-0.102245785,0.05397995,-0.0118043395,0.15105668,0.1460331,-0.09721144,-0.06541112,0.026213529,-0.20420244,-0.014758813,0.014252779,-0.03756021,0.08718324,0.06216834,-0.1470497,-0.14365758,0.14362957,0.09675937,0.08101567,-0.008500792,0.12930633,0.054402016,-0.044833306,-0.0074976943,0.047477927,0.0051160497,0.11626862,0.1412474,0.13331006,0.3336414,-0.047127396,-0.050935037,-0.08836816,-0.13651714,-0.09457452,0.03794153,-0.14612494,-0.06774408,0.082840465,0.0067190337,-0.010502156,-0.09145509,0.033143185,0.18712117,-0.03776357,-0.10070978,-0.019122107,0.052625712,0.058378648,-0.027754743,-0.112579815,-0.19059804,-0.13334826,-0.0048483512,-0.17742333,-0.009014838,0.010573261,-0.15818736,0.07737931,-0.007695027,-0.076593824,-0.07152862,0.089826494,-0.111600175,0.04270769,0.083899714,-0.023384605,-0.062657185,0.07428945,0.05843068,-0.0012637193,0.045370672,0.12762587,0.11486071,-0.18740344,0.0976276,-0.24236655,-0.01915044,-0.06706242,-0.12199332,0.30732757,0.15390526,0.12727487,0.110143565,-0.08502924,0.11575968,-0.123023495,0.15766864,-0.02684742,-0.0038324024,-0.085949436,-0.0041456316,-0.06296354
Parking,0.04249876,0.008625216,0.025518766,0.010526365,0.048461147,0.049435325,0.029722685,-0.007878856,0.018401613,0.04676011,-0.036790133,0.09257034,-0.057968438,-0.06591458,0.047794394,-0.039257996,-0.07874976,-0.0056044217,0.04830601,-0.048846286,-0.07516169,0.034391418,0.106655814,-0.105438925,-0.01888876,-0.07690435,-0.043614224,-0.11649608,0.0019989575,-0.061654173,-0.06642292,0.036550816,-0.017607015,0.024670241,-0.08371667,-0.09950767,0.0640173,-0.07474364,0.0825034,0.10812093,-0.02966292,0.03829812,-0.040118255,-0.0150252795,0.06243483,-0.064940415,-0.09591408,-0.059450686,0.04704113,0.0417043,-0.078486376,-0.13711584,0.027720178,-0.04814618,0.030192744,-0.10415924,-0.09642849,0.09926829,-0.05692584,-0.04020282,0.11684375,-0.115738526,-0.08876692,-0.048880957,0.027667588,0.10915616,0.087714985,0.045387622,-0.055225894,0.068290904,0.035444576,-0.06850564,0.099641144,-0.10055395,-0.027295584,-0.05715054,0.011029542,-0.0656855,0.04103566,0.10708405,0.062346064,-0.06467902,-0.052223805,0.012311226,0.023329629,-0.09839855,-0.06391068,-0.20601223,-0.0393792,0.033446945,-0.13469215,-0.036662728,-0.15998882,-0.007157345,-0.07500503,-0.17246132,-0.050387762,-0.14323422,-0.0077036363,0.025554605
Diner,-0.035818525,0.09620963,-0.011946337,0.03497182,-0.03732041,0.06727126,-0.07405462,0.0510715,0.13783883,0.10547888,0.093011655,-0.023088746,-0.0897331,0.038372215,0.0045264284,0.0009385813,0.09777259,-0.04213554,0.07904842,0.07381188,0.06342538,0.030415067,-0.09235852,0.006161431,0.05534528,-0.06475482,0.04700014,-0.067644715,0.047497917,0.041200083,-0.038097832,-0.06905561,0.010193021,0.108605504,0.08841213,0.049519386,-0.0055467635,0.030530468,0.01587869,0.022144582,-0.06849367,0.058748804,0.0012586815,-0.09492945,-0.0021349255,-0.017779287,0.04936053,-0.01853158,-0.024835462,-0.01335304,0.052565977,0.15349121,-0.028512023,-0.075753234,-0.09878892,-0.052115556,0.0084889205,-0.016469048,-0.06084046,0.044297695,-0.027582688,0.05686209,0.008322391,-0.10447088,0.034078408,-0.0053522177,-0.060527872,-0.032395154,-0.02898541,-0.062369704,0.057452276,0.071522236,0.035455454,-0.07684556,-0.026573125,-0.006269035,0.019193523,0.09541078,-0.07377736,-0.014387531,0.0060284813,-0.118294954,0.05178954,0.095484175,0.07842946,-0.018078016,0.08883747,0.12825297,0.007904377,0.04750851,0.06712695,-0.02907488,-0.016151251,0.07420168,-0.01425845,-0.100301675,0.052564025,-0.077204175,0.06870854,-0.07141636
Platform,0.06251678,0.027105117,-0.24432293,0.06283868,0.027136652,0.023283016,-0.1026325,-0.019538023,0.14279127,-0.0325565,-0.013642404,-0.03658769,0.02305004,-0.19879286,0.0015940128,0.11072394,-0.002504896,0.14572796,0.030084675,-0.1518305,0.20560999,-0.010584335,0.055300146,-0.11848913,0.1391915,-0.058649093,-0.1480874,0.0679422,-0.011727587,-0.077673845,-0.009854879,-0.016625423,-0.0094409725,0.05370146,0.012142104,0.031859435,0.3907089,-0.014475514,-0.0010323989,-0.102744855,-0.09931927,-0.007833109,0.17175813,0.231303,-0.050553553,-0.041876562,0.020175343,0.08628653,-0.13951048,-0.06589433,-0.09498257,-0.15756983,0.07521677,0.078170314,-0.01085048,0.12670562,-0.09599421,-0.12580052,0.13380675,0.07323382,-0.12969767,-0.14539869,0.09310582,-0.09324513,0.061411947,-0.3337531,-0.11247815,-0.10019175,0.061381005,0.069656,-0.1249748,-0.044992484,0.2165404,-0.021140506,-0.10289432,0.045151107,-0.042272385,0.17405662,-0.003027476,0.10517891,-0.0698435,0.09976237,0.15096594,0.23129018,-0.0007913143,-0.06686734,-0.079571456,-0.12462996,0.021057868,0.053651903,0.032819327,-0.043844208,0.109770715,-0.13063914,0.22815137,0.23396312,0.09944572,-0.1525748,-0.0020755276,0.040871445
